"A. Donald McEachin","Abigail Spanberger","Adam B. Schiff","Adam Kinzinger","Adam Smith","Adrian Smith","Adriano Espaillat","Al Green","Al Lawson","Alan Lowenthal","Albio Sires","Alcee L. Hastings","Alex X. Mooney","Alexandria Ocasio-Cortez","Alma Adams","Ami Bera","Amy Klobuchar","Andre Carson","Andrew Clyde","Andrew Garbarino","Andy Barr","Andy Biggs","Andy Harris","Andy Kim","Andy Levin","Angie Craig","Angus King","Ann Kirkpatrick","Ann McLane Kuster","Ann Wagner","Anna G. Eshoo","Anthony G. Brown","Anthony Gonzalez","Antonio Delgado","Ashley Hinson","August Pfluger","Austin Scott","Ayanna S. Pressley","Barbara Lee","Barry Loudermilk","Barry Moore","Ben Cline","Ben Ray Lujan","Ben Sasse","Benjamin L. Cardin","Bennie Thompson","Bernie Sanders","Beth Van Duyne","Betty McCollum","Bill Cassidy","Bill Foster","Bill Hagerty","Bill Huizenga","Bill Johnson","Bill Pascrell Jr.","Bill Posey","Billy Long","Blaine Luetkemeyer","Blake D. Moore","Bob Casey","Bob Gibbs","Bob Good","Bob Latta","Bob Menendez","Bobby L. Rush","Bonnie Watson Coleman","Brad Schneider","Brad Sherman","Brad Wenstrup","Brenda Lawrence","Brendan F. Boyle","Brett Guthrie","Brian Babin","Brian Fitzpatrick","Brian Higgins","Brian Mast","Brian Schatz","Bruce Westerman","Bryan Steil","Burgess Owens","Byron Donalds","C.A. Dutch Ruppersberger","Carlos Gimenez","Carol Miller","Carolyn B. Maloney","Carolyn Bourdeaux","Catherine Cortez Masto","Cathy McMorris Rodgers","Cedric L. Richmond","Charles E. Grassley","Charles E. Schumer","Charlie Crist","Chellie Pingree","Cheri Bustos","Chip Roy","Chris Coons","Chris Jacobs","Chris Pappas","Chris Stewart","Chris Van Hollen","Chrissy Houlahan","Christopher H. Smith","Christopher S. Murphy","Chuck Fleischmann","Cindy Axne","Cindy Hyde-Smith","Clay Higgins","Cliff Bentz","Colin Allred","Conor Lamb","Cori Bush","Cory Booker","Cynthia Lummis","Dan Bishop","Dan Kildee","Dan Meuser","Dan Newhouse","Dan Sullivan","Daniel Crenshaw","Daniel Webster","Danny K. Davis","Darin LaHood","Darrell Issa","Darren Soto","David B. McKinley","David Cicilline","David E. Price","David Joyce","David Kustoff","David Rouzer","David Schweikert","David Scott","David Trone","David Valadao","Dean Phillips","Deb Fischer","Deb Haaland","Debbie Dingell","Debbie Lesko","Debbie Stabenow","Debbie Wasserman Schultz","Deborah K. Ross","Derek Kilmer","Devin Nunes","Diana DeGette","Diana Harshbarger","Dianne Feinstein","Dina Titus","Don Bacon","Don Young","Donald M. Payne Jr.","Donald Norcross","Donald S. Beyer Jr.","Doris Matsui","Doug LaMalfa","Doug Lamborn","Drew Ferguson","Dusty Johnson","Dwight Evans","Earl Blumenauer","Earl L. ""Buddy"" Carter","Ed Case","Ed Perlmutter","Eddie Bernice Johnson","Edward J. Markey","Elaine Luria","Elise Stefanik","Elissa Slotkin","Elizabeth Warren","Emanuel Cleaver II","Eric Swalwell","Filemon Vela","Frank D. Lucas","Frank J. Mrvan","Frank Pallone Jr.","Fred Keller","Fred Upton","Frederica S. Wilson","French Hill","G.K. Butterfield","Garret Graves","Gary Palmer","Gary Peters","Gerald E. Connolly","Glenn ""GT"" Thompson","Glenn Grothman","Grace F. Napolitano","Grace Meng","Greg Murphy","Greg Pence","Greg Stanton","Greg Steube","Gregory W. Meeks","Gus Bilirakis","Guy Reschenthaler","Gwen Moore","Hakeem Jeffries","Haley Stevens","Hank Johnson","Harold Rogers","Henry Cuellar","Ilhan Omar","Jack Bergman","Jack Reed","Jackie Speier","Jackie Walorski","Jacky Rosen","Jahana Hayes","Jaime Herrera Beutler","Jake Auchincloss","Jake LaTurner","Jamaal Bowman","James E. Clyburn","James Lankford","James M. Inhofe","James R. Comer","Jamie Raskin","Jan Schakowsky","Jared Golden","Jared Huffman","Jason Crow","Jason Smith","Jay Obernolte","Jeanne Shaheen","Jeff Duncan","Jeff Fortenberry","Jeff Merkley","Jeff Van Drew","Jennifer Wexton","Jerrold Nadler","Jerry Carl","Jerry McNerney","Jerry Moran","Jesus ""Chuy"" Garcia","Jim Baird","Jim Banks","Jim Cooper","Jim Costa","Jim Hagedorn","Jim Himes","Jim Jordan","Jim Langevin","Jim McGovern","Jim Risch","Jimmy Gomez","Jimmy Panetta","Joaquin Castro","Jodey C. Arrington","Jody B. Hice","Joe Courtney","Joe Manchin III","Joe Neguse","Joe Wilson","John B. Larson","John Barrasso","John Boozman","John Carter","John Cornyn","John Curtis","John Garamendi","John Hickenlooper","John Hoeven","John Joyce","John Katko","John Kennedy","John Moolenaar","John Rutherford","John Sarbanes","John Thune","John W. Rose","John Yarmuth","Jon Tester","Joni Ernst","Joseph D. Morelle","Josh Gottheimer","Josh Harder","Josh Hawley","Joyce Beatty","Juan C. Vargas","Judy Chu","Julia Brownley","Kai Kahele","Kamala Harris","Karen Bass","Kat Cammack","Katherine M. Clark","Kathleen Rice","Kathy Castor","Kathy Manning","Katie Porter","Kay Granger","Kelly Armstrong","Ken Buck","Ken Calvert","Kevin Brady","Kevin Cramer","Kevin Hern","Kevin McCarthy","Kim Schrier","Kirsten Gillibrand","Kurt Schrader","Kweisi Mfume","Kyrsten Sinema","Lance Gooden","Larry Bucshon","Lauren Boebert","Lauren Underwood","Lee Zeldin","Linda T. Sanchez","Lindsey Graham","Lisa Blunt Rochester","Lisa McClain","Lisa Murkowski","Liz Cheney","Lizzie Fletcher","Lloyd Doggett","Lloyd K. Smucker","Lois Frankel","Lori Trahan","Lou Correa","Louie Gohmert","Lucille Roybal-Allard","Lucy McBath","Madeleine Dean","Madison Cawthorn","Maggie Hassan","Marc Veasey","Marcia L. Fudge","Marco Rubio","Marcy Kaptur","Maria Cantwell","Maria Elvira Salazar","Mariannette Miller-Meeks","Marie Newman","Marilyn Strickland","Mario Diaz-Balart","Marjorie Taylor Greene","Mark Amodei","Mark DeSaulnier","Mark E. Green","Mark Kelly","Mark Pocan","Mark Takano","Mark Warner","Markwayne Mullin","Marsha Blackburn","Martin Heinrich","Mary Gay Scanlon","Mary Miller","Matt Cartwright","Matt Gaetz","Matt Rosendale","Maxine Waters","Mazie K. Hirono","Michael Bennet","Michael C. Burgess","Michael Cloud","Michael D. Crapo","Michael Guest","Michael McCaul","Michael R. Turner","Michael Waltz","Michelle Fischbach","Michelle Steel","Mike Bost","Mike Braun","Mike D. Rogers","Mike Doyle","Mike Gallagher","Mike Garcia","Mike Johnson","Mike Kelly","Mike Lee","Mike Levin","Mike Quigley","Mike Rounds","Mike Simpson","Mike Thompson","Mikie Sherrill","Mitch McConnell","Mitt Romney","Mo Brooks","Mondaire Jones","Morgan Griffith","Nancy Mace","Nancy Pelosi","Nanette Barragan","Neal Dunn","Nicole Malliotakis","Nikema Williams","Norma J. Torres","Nydia M. Velazquez","Pat Fallon","Patrick J. Leahy","Patrick J. Toomey","Patrick T. McHenry","Patty Murray","Paul Gosar","Paul Tonko","Pete Aguilar","Pete Sessions","Pete Stauber","Peter A. DeFazio","Peter Meijer","Peter Welch","Pramila Jayapal","Raja Krishnamoorthi","Ralph Norman","Rand Paul","Randy Feenstra","Randy Weber","Rashida Tlaib","Raul M. Grijalva","Raul Ruiz","Richard Blumenthal","Richard C. Shelby","Richard E. Neal","Richard Hudson","Richard J. Durbin","Richard M. Burr","Rick Crawford","Rick Larsen","Rick Scott","Rick W. Allen","Ritchie Torres","Ro Khanna","Rob Portman","Rob Wittman","Robert B. Aderholt","Robert C. Scott","Robin Kelly","Rodney Davis","Roger Marshall","Roger Wicker","Roger Williams","Ron Estes","Ron Johnson","Ron Kind","Ron Wright","Ron Wyden","Ronny Jackson","Rosa DeLauro","Roy Blunt","Ruben Gallego","Russ Fulcher","Salud Carbajal","Sam Graves","Sanford D. Bishop Jr.","Sara Jacobs","Scott DesJarlais","Scott Fitzgerald","Scott Franklin","Scott Perry","Scott Peters","Sean Casten","Sean Patrick Maloney","Seth Moulton","Sharice Davids","Sheila Jackson Lee","Sheldon Whitehouse","Shelley Moore Capito","Sherrod Brown","Steny H. Hoyer","Stephanie Bice","Stephanie Murphy","Stephen F. Lynch","Steve Chabot","Steve Cohen","Steve Daines","Steve Scalise","Steve Stivers","Steve Womack","Steven Horsford","Steven M. Palazzo","Susan Collins","Susan Wild","Susie Lee","Suzan DelBene","Suzanne Bonamici","Sylvia R. Garcia","Tammy Baldwin","Tammy Duckworth","Ted Budd","Ted Cruz","Ted Deutch","Ted Lieu","Teresa Leger Fernandez","Terri A. Sewell","Thom Tillis","Thomas Massie","Thomas R. Carper","Tim Burchett","Tim Kaine","Tim Ryan","Tim Scott","Tim Walberg","Tina Smith","Todd Young","Tom Cole","Tom Cotton","Tom Emmer","Tom Malinowski","Tom McClintock","Tom O'Halleran","Tom Reed","Tom Rice","Tom Suozzi","Tom Tiffany","Tommy Tuberville","Tony Cardenas","Tony Gonzales","Tracey Mann","Trent Kelly","Trey Hollingsworth","Troy Balderson","Troy Nehls","Val B. Demings","Van Taylor","Vern Buchanan","Veronica Escobar","Vicente Gonzalez","Vicky Hartzler","Victoria Spartz","Virginia Foxx","Warren Davidson","William Keating","William R. Timmons IV","Young Kim","Yvette D. Clarke","Yvette Herrell","Zoe Lofgren"
0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
