"member_i","religion_i","member_j","religion_j","similarity"
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Frank Guinta","Catholic","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Eliot L. Engel","Jewish",0
"Robert E. Andrews","Protestant","Michael Grimm","Catholic",0
"Robert E. Andrews","Protestant","Michael Grimm","Catholic",0
"Robert E. Andrews","Protestant","Richard Hanna","Catholic",0
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Robert E. Andrews","Protestant","Nan Hayworth","Protestant",1
"Rodney Frelinghuysen","Protestant","Nan Hayworth","Protestant",1
"Rodney Frelinghuysen","Protestant","Nan Hayworth","Protestant",1
"Rodney Frelinghuysen","Protestant","Nan Hayworth","Protestant",1
"Rodney Frelinghuysen","Protestant","Nan Hayworth","Protestant",1
"Rodney Frelinghuysen","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Scott Garrett","Protestant","Nan Hayworth","Protestant",1
"Rush D. Holt","Other","Nan Hayworth","Protestant",0
"Rush D. Holt","Other","Nan Hayworth","Protestant",0
"Rush D. Holt","Other","Nan Hayworth","Protestant",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Brian Higgins","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Maurice D. Hinchey","Catholic",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Rush D. Holt","Other","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Steve Israel","Jewish",0
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Peter T. King","Catholic",1
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Christopher Lee","Protestant",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Leonard Lance","Catholic","Nita M. Lowey","Jewish",0
"Frank A. LoBiondo","Catholic","Nita M. Lowey","Jewish",0
"Frank A. LoBiondo","Catholic","Nita M. Lowey","Jewish",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn B. Maloney","Protestant",0
"Frank A. LoBiondo","Catholic","Carolyn McCarthy","Catholic",1
"Frank A. LoBiondo","Catholic","Carolyn McCarthy","Catholic",1
"Frank A. LoBiondo","Catholic","Carolyn McCarthy","Catholic",1
"Frank Pallone Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Frank Pallone Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Frank Pallone Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Frank Pallone Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Frank Pallone Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Frank Pallone Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Carolyn McCarthy","Catholic",1
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Bill Pascrell Jr.","Catholic","Gregory W. Meeks","Protestant",0
"Donald M. Payne","Protestant","Gregory W. Meeks","Protestant",1
"Donald M. Payne","Protestant","Gregory W. Meeks","Protestant",1
