AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
0.0118343196809292,0,0.0118343196809292,0.00591715984046459,0.0532544367015362,0.0473372787237167,0.0473372787237167,0.0177514795213938,0.0591715984046459,0.0473372787237167,0.00591715984046459,0.0236686393618584,0.260355025529861,0.278106510639191,0.100591719150543,0.0473372787237167,0.0710059180855751,0.00591715984046459,0.0236686393618584,0.0650887563824654,0.0473372787237167,0,0.195266276597977,0.00591715984046459,0.0769230797886848,0.0177514795213938,0.0532544367015362,0.0177514795213938,0.0236686393618584,0.0532544367015362,0.00591715984046459,0.118343196809292,0.041420117020607,0.0236686393618584,0.213017746806145,0.00591715984046459,0.0473372787237167,0.242603555321693,0.0118343196809292,0.041420117020607,0.0177514795213938,0.0473372787237167,0.0177514795213938,0.00591715984046459,0.0236686393618584,0.0473372787237167,0.0355029590427876,0.041420117020607,0.242603555321693,0.0118343196809292
0,0.014492753893137,0.0217391308397055,0,0.0652173906564713,0.0869565233588219,0.0652173906564713,0,0.014492753893137,0.00724637694656849,0.014492753893137,0.028985507786274,0.275362312793732,0.195652171969414,0.173913046717644,0.0724637657403946,0.0579710155725479,0.014492753893137,0.0217391308397055,0.0507246367633343,0.0724637657403946,0.239130437374115,0,0.00724637694656849,0.0724637657403946,0.0434782616794109,0.0724637657403946,0,0.028985507786274,0.0217391308397055,0.0217391308397055,0.0652173906564713,0.0362318828701973,0.014492753893137,0.195652171969414,0.0362318828701973,0.0797101482748985,0.137681156396866,0.014492753893137,0.00724637694656849,0.028985507786274,0.028985507786274,0.014492753893137,0.014492753893137,0.0362318828701973,0.0362318828701973,0.0797101482748985,0.014492753893137,0.253623187541962,0.00724637694656849
0.416666656732559,0.0256410259753466,0.0833333358168602,0.275641024112701,0.0256410259753466,0.0448717959225178,0.00641025649383664,0,0.0897435918450356,0.371794879436493,0,0.0192307699471712,0.0192307699471712,0.0512820519506931,0.0320512838661671,0.0769230797886848,0.211538463830948,0.301282048225403,0.00641025649383664,0,0.00641025649383664,0.00641025649383664,0.00641025649383664,0,0.115384615957737,0,0.0384615398943424,0,0,0.00641025649383664,0.0192307699471712,0.00641025649383664,0.134615391492844,0.0192307699471712,0.0128205129876733,0.141025647521019,0.0256410259753466,0.0128205129876733,0.0192307699471712,0.211538463830948,0.0320512838661671,0.294871807098389,0.16666667163372,0.0192307699471712,0,0.0192307699471712,0.00641025649383664,0.108974359929562,0.0192307699471712,0.0448717959225178
0.0847457647323608,0,0.0762711837887764,0.177966102957726,0.0254237279295921,0.0762711837887764,0,0.00847457628697157,0.0338983051478863,0.135593220591545,0,0.0508474558591843,0.0762711837887764,0.22881355881691,0.186440676450729,0.194915249943733,0.127118647098541,0.0677966102957726,0,0.0169491525739431,0.00847457628697157,0.110169492661953,0.0847457647323608,0.152542367577553,0,0.0508474558591843,0.177966102957726,0.0169491525739431,0.0169491525739431,0.00847457628697157,0.0169491525739431,0.0254237279295921,0.0847457647323608,0.0677966102957726,0.101694911718369,0.152542367577553,0.0423728823661804,0.0338983051478863,0.0423728823661804,0.0762711837887764,0.0847457647323608,0.152542367577553,0.0847457647323608,0.0423728823661804,0.00847457628697157,0.0593220330774784,0.0338983051478863,0.0762711837887764,0.0847457647323608,0.0508474558591843
0.0396039597690105,0.0990099012851715,0.0495049506425858,0.0198019798845053,0.00990098994225264,0.0693069323897362,0,0.00990098994225264,0.00990098994225264,0.0495049506425858,0.00990098994225264,0.297029703855515,0.0297029707580805,0.0297029707580805,0.108910888433456,0.0792079195380211,0.0396039597690105,0.00990098994225264,0.0198019798845053,0.00990098994225264,0.00990098994225264,0.0297029707580805,0.059405941516161,0,0.059405941516161,0,0.118811883032322,0.0693069323897362,0.0198019798845053,0,0.0495049506425858,0.00990098994225264,0.0297029707580805,0.198019802570343,0.0198019798845053,0.0693069323897362,0.0495049506425858,0.00990098994225264,0,0.0198019798845053,0.138613864779472,0.0198019798845053,0.0297029707580805,0.188118815422058,0.0198019798845053,0,0.0396039597690105,0.0198019798845053,0.0396039597690105,0.336633652448654
0.0471698120236397,0.00943396240472794,0.0377358496189117,0.132075473666191,0.00943396240472794,0.0660377368330956,0,0.00943396240472794,0.00943396240472794,0.0754716992378235,0,0.103773586452007,0.113207548856735,0.132075473666191,0.264150947332382,0.27358490228653,0.0471698120236397,0.0471698120236397,0.00943396240472794,0,0.00943396240472794,0.0849056616425514,0.0943396240472794,0.0566037744283676,0.198113203048706,0.113207548856735,0,0.0283018872141838,0.00943396240472794,0.00943396240472794,0.0377358496189117,0.00943396240472794,0.0471698120236397,0.122641511261463,0.0377358496189117,0.188679248094559,0.0188679248094559,0,0.00943396240472794,0.0471698120236397,0.17924527823925,0.0566037744283676,0.0283018872141838,0.0660377368330956,0,0.00943396240472794,0.0188679248094559,0.0283018872141838,0.0660377368330956,0.0660377368330956
0,0.0389610379934311,0.155844151973724,0.0129870129749179,0.103896103799343,0.246753245592117,0.0129870129749179,0.0389610379934311,0.116883113980293,0.0519480518996716,0.0389610379934311,0.155844151973724,0.0259740259498358,0,0.0129870129749179,0.0389610379934311,0.0389610379934311,0.0259740259498358,0.0259740259498358,0.0129870129749179,0.0389610379934311,0.0389610379934311,0,0,0.0259740259498358,0.0909090936183929,0.0389610379934311,0,0.0389610379934311,0.0259740259498358,0.233766227960587,0.064935065805912,0.0129870129749179,0,0.0389610379934311,0.0519480518996716,0.142857149243355,0.0129870129749179,0.0259740259498358,0.0389610379934311,0.0259740259498358,0.0389610379934311,0.129870131611824,0.168831169605255,0.0389610379934311,0.0389610379934311,0.181818187236786,0,0.0129870129749179,0.142857149243355
0,0,0.014492753893137,0,0.0869565233588219,0.115942031145096,0.246376812458038,0.159420296549797,0.014492753893137,0,0.028985507786274,0.014492753893137,0.0724637657403946,0.014492753893137,0.028985507786274,0.014492753893137,0.014492753893137,0,0.231884062290192,0.130434781312943,0.246376812458038,0.0579710155725479,0.0579710155725479,0,0.028985507786274,0.028985507786274,0.014492753893137,0.0434782616794109,0,0.202898547053337,0.0434782616794109,0.144927531480789,0.028985507786274,0.014492753893137,0.0434782616794109,0.028985507786274,0.0579710155725479,0.101449273526669,0.217391297221184,0.014492753893137,0,0,0,0.014492753893137,0.347826093435288,0.014492753893137,0.0869565233588219,0,0.0434782616794109,0.014492753893137
0.00555555569007993,0,0,0,0.238888889551163,0.0111111113801599,0.233333334326744,0.111111111938953,0.0500000007450581,0.0222222227603197,0.0222222227603197,0.00555555569007993,0.116666667163372,0.0500000007450581,0.00555555569007993,0.00555555569007993,0.0111111113801599,0,0.0555555559694767,0.111111111938953,0.194444447755814,0.0500000007450581,0.0166666675359011,0.00555555569007993,0.00555555569007993,0,0.00555555569007993,0.0111111113801599,0.0777777805924416,0,0.0166666675359011,0.25,0.0166666675359011,0,0.0944444462656975,0.0111111113801599,0.0444444455206394,0.205555558204651,0.100000001490116,0.0222222227603197,0,0.0222222227603197,0.0277777779847384,0.00555555569007993,0.0611111111938953,0.0888888910412788,0.0555555559694767,0.0111111113801599,0.0222222227603197,0.00555555569007993
0.0116279069334269,0.0348837226629257,0.174418598413467,0.0581395365297794,0.139534890651703,0.244186043739319,0,0.0116279069334269,0.0465116277337074,0.0348837226629257,0.0116279069334269,0.0813953503966332,0.0116279069334269,0.0116279069334269,0.0465116277337074,0.0581395365297794,0.0348837226629257,0.0813953503966332,0,0,0.0465116277337074,0.0116279069334269,0.0348837226629257,0.0348837226629257,0.0232558138668537,0.0581395365297794,0.0465116277337074,0.209302321076393,0.0348837226629257,0.0348837226629257,0,0.0581395365297794,0.0348837226629257,0.0465116277337074,0.0348837226629257,0.151162788271904,0.0697674453258514,0.0116279069334269,0,0.0232558138668537,0.0348837226629257,0.0232558138668537,0.162790700793266,0.139534890651703,0.0116279069334269,0.0116279069334269,0.0348837226629257,0,0.0116279069334269,0.104651160538197
0,0,0.0214285720139742,0,0.200000002980232,0.0642857179045677,0.128571435809135,0.0714285746216774,0.0964285731315613,0.0285714287310839,0.0500000007450581,0.00357142859138548,0.107142858207226,0.0500000007450581,0.0107142860069871,0,0.0107142860069871,0.00357142859138548,0.0142857143655419,0.0785714313387871,0.167857140302658,0.0714285746216774,0.0321428589522839,0.00357142859138548,0.0107142860069871,0.00357142859138548,0.00357142859138548,0.0178571436554194,0.0357142873108387,0.160714283585548,0.0178571436554194,0,0.0107142860069871,0,0.0964285731315613,0.00714285718277097,0.121428571641445,0.128571435809135,0.0678571462631226,0.0214285720139742,0.00357142859138548,0.00357142859138548,0.0678571462631226,0,0.0571428574621677,0.0535714291036129,0.121428571641445,0.0214285720139742,0.025000000372529,0
0.148809522390366,0,0.0357142873108387,0.0714285746216774,0.0119047621265054,0.0416666679084301,0.0238095242530108,0.0297619048506022,0.0595238097012043,0.244047611951828,0.0119047621265054,0.00595238106325269,0.0297619048506022,0.0714285746216774,0.0178571436554194,0.0416666679084301,0.190476194024086,0.0892857164144516,0.0178571436554194,0.065476194024086,0.0297619048506022,0.0416666679084301,0.0297619048506022,0.125,0.0595238097012043,0.0178571436554194,0.0297619048506022,0.00595238106325269,0.0119047621265054,0.0178571436554194,0.0178571436554194,0.0178571436554194,0,0.0178571436554194,0.101190477609634,0.0595238097012043,0.0119047621265054,0.125,0.0178571436554194,0.273809522390366,0.0178571436554194,0.232142850756645,0.0714285746216774,0.0119047621265054,0.00595238106325269,0.101190477609634,0.00595238106325269,0.101190477609634,0.0297619048506022,0.0178571436554194
0.0449438206851482,0.0561797767877579,0.0337078645825386,0.0561797767877579,0,0.0561797767877579,0,0.0112359551712871,0.0449438206851482,0.0337078645825386,0,0.157303377985954,0.0898876413702965,0.0337078645825386,0.134831458330154,0.0786516889929771,0.0561797767877579,0.0337078645825386,0.0112359551712871,0,0,0.0449438206851482,0.0224719103425741,0.0337078645825386,0.0898876413702965,0.224719107151032,0.146067410707474,0,0.0112359551712871,0,0.0449438206851482,0,0.0337078645825386,0,0.0449438206851482,0.101123593747616,0,0.0224719103425741,0,0.0337078645825386,0.382022470235825,0.0224719103425741,0.0561797767877579,0.0786516889929771,0.0112359551712871,0.0112359551712871,0,0.0224719103425741,0.0786516889929771,0.269662916660309
0.0215517245233059,0.00862068962305784,0.0215517245233059,0.0129310349002481,0.0387931019067764,0.0344827584922314,0.0387931019067764,0.0344827584922314,0.0603448264300823,0.0732758641242981,0.00431034481152892,0.0172413792461157,0.23275862634182,0.280172407627106,0.0948275849223137,0.0474137924611569,0.0689655169844627,0.0258620698004961,0.0301724132150412,0.0646551698446274,0.0474137924611569,0.155172407627106,0.11637931317091,0.00862068962305784,0.0517241396009922,0.00862068962305784,0.0172413792461157,0.0129310349002481,0.0129310349002481,0.0732758641242981,0.0129310349002481,0.11637931317091,0.0732758641242981,0.0172413792461157,0,0.0301724132150412,0.0301724132150412,0.198275864124298,0.0301724132150412,0.0258620698004961,0.0215517245233059,0.0646551698446274,0.0387931019067764,0.00431034481152892,0.00862068962305784,0.0862068980932236,0.0215517245233059,0.0517241396009922,0.172413796186447,0.00862068962305784
